PTN核心链路名称,地市,备注,日期,省,链路带宽(10GE/40GE),链路日峰值利用率(填百分数),链路日峰值流速(Mb),链路日忙时均值利用率(填百分数),链路日忙时均值流速(Mb),分类
	#@!JIZCORELINK(74)$:8018-铭源新城-备L2/L3-2-子架1-23-TPA1EX8-4(TO OTN7002-铭源新城020-TQX-3)-8000-高新-L3-子架1-30-TPA1EX8S-4(OTN-8010-高新021-TQX-2),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.48,核心链路
	#@!JIZCORELINK(74)$:8018-铭源新城-备L2/L3-2-子架1-23-TPA1EX8-5(TO OTN7002-铭源新城022-TQX-1)-8000-高新-L3-子架1-30-TPA1EX8S-5(OTN-8010-高新022-TQX-1),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.48,核心链路
	#@!JIZCORELINK(76)$:焦作市核心落地环3-1010-生产楼落地二:1001-生产楼核心1-子架1-10-TPA1EX8S-1(1010-生产楼12-EX2-1)-1010-生产楼落地2-子架1-10-TPA1EX8S-1(1001-生产楼13-EX2-1),焦作,0.0,20200301,河南,10,5.54%,554.0,4.18%,417.89,核心链路
	#@!JIZCORELINK(77)$:焦作市核心落地环3-1010-生产楼落地二:1015-生产楼核心3-子架1-10-TPA1EX8S-2(1010-生产楼-7-EX2-1)-1010-生产楼落地2-子架1-3-TPA1EX8S-1(1015-生产楼11-EX2-2),焦作,0.0,20200301,河南,10,15.00%,1500.0,12.12%,1211.83,核心链路
	#@!JIZCORELINK(7)$:8002-生产楼-L3-子架1-16-TPA1EX8S-1(PORT-1)-8015-沁阳-主L2/3-1-子架1-4-TPA1EX8-1(PORT-1),焦作,0.0,20200301,河南,10,20.00%,2000.0,17.12%,1712.11,核心链路
	#@!JIZCORELINK(7)$:8002-生产楼-L3-子架1-16-TPA1EX8S-2(OTN8002-生产楼220-TQX-4)-8015-沁阳-主L2/3-1-子架1-4-TPA1EX8-2(OTN6001-沁阳414-TQX-3),焦作,0.0,20200301,河南,10,20.00%,2000.0,17.35%,1734.92,核心链路
	#@!JIZCORELINK(7)$:8002-生产楼-L3-子架1-16-TPA1EX8S-3(OTN8002-生产楼121-TQX-3)-8015-沁阳-主L2/3-1-子架1-4-TPA1EX8-3(OTN6001-沁阳411-TQX-3),焦作,0.0,20200301,河南,10,26.00%,2600.0,17.21%,1720.64,核心链路
	#@!JIZCORELINK(7)$:8002-生产楼-L3-子架1-16-TPA1EX8S-4(OTN8002-生产楼121-TQX-1)-8015-沁阳-主L2/3-1-子架1-4-TPA1EX8-4(OTN6001-沁阳411-TQX-1),焦作,0.0,20200301,河南,10,21.00%,2100.0,17.30%,1729.76,核心链路
	#@!JIZCORELINK(7)$:8002-生产楼-L3-子架1-16-TPA1EX8S-5(OTN8002-生产楼121-TQX-2)-8015-沁阳-主L2/3-1-子架1-4-TPA1EX8-5(OTN6001-沁阳411-TQX-2),焦作,0.0,20200301,河南,10,20.00%,2000.0,17.15%,1715.2,核心链路
	#@!JIZCORELINK(79)$:8020-锦都花城-主L2/L3-1-子架1-6-TPA1EX8-1(PORT-1)-4001-锦都花城-4-82EX2E-1(PORT-1),焦作,0.0,20200301,河南,10,38.00%,3800.0,34.00%,3399.5,核心链路
	#@!JIZCORELINK(79)$:8020-锦都花城-主L2/L3-1-子架1-6-TPA1EX8-2(PORT-2)-4001-锦都花城-4-82EX2E-2(PORT-2),焦作,0.0,20200301,河南,10,39.00%,3900.0,35.94%,3594.13,核心链路
	#@!JIZCORELINK(80)$:8019-温县-备L2/L3-2-子架1-6-TPA1EX8-1(PORT-1)-4000-温县-5-82EX2E-2(PORT-2),焦作,0.0,20200301,河南,10,0.48%,48.2,0.48%,48.23,核心链路
	#@!JIZCORELINK(80)$:8019-温县-备L2/L3-2-子架1-6-TPA1EX8-2(PORT-2)-4000-温县-14-82EX2E-2(PORT-2),焦作,0.0,20200301,河南,10,1.58%,158.0,1.05%,104.53,核心链路
	#@!JIZCORELINK(81)$:7000-博爱（替换）-子架1-3-TPA1EX8S-1(PORT-1)-8017-博爱-主L2/L3-1-子架1-6-TPA1EX8-1(PORT-1),焦作,0.0,20200301,河南,10,41.00%,4100.0,34.28%,3427.97,核心链路
	#@!JIZCORELINK(81)$:7000-博爱（替换）-子架1-3-TPA1EX8S-2(PORT-2)-8017-博爱-主L2/L3-1-子架1-6-TPA1EX8-2(PORT-2),焦作,0.0,20200301,河南,10,40.00%,4000.0,35.69%,3568.88,核心链路
	#@!JIZCORELINK(82)$:8002-生产楼-L3-子架1-32-TPA1EX8S-1(PORT-1)-8021-修武-主L2/L3-子架1-23-TPA1EX8-1(PORT-1),焦作,0.0,20200301,河南,10,13.00%,1300.0,9.78%,978.11,核心链路
	#@!JIZCORELINK(82)$:8002-生产楼-L3-子架1-32-TPA1EX8S-2(PORT-2)-8021-修武-主L2/L3-子架1-23-TPA1EX8-2(PORT-2),焦作,0.0,20200301,河南,10,11.00%,1100.0,8.91%,891.32,核心链路
	#@!JIZCORELINK(82)$:8021-修武-主L2/L3-子架1-23-TPA1EX8-3(TO OTN2001-修武412-TQX-2)-8002-生产楼-L3-子架1-32-TPA1EX8S-3(OTN8002-生产楼130-TQX-2 TO 8021-修武-23-EX8-3),焦作,0.0,20200301,河南,10,13.00%,1300.0,10.08%,1008.44,核心链路
	#@!JIZCORELINK(82)$:8021-修武-主L2/L3-子架1-23-TPA1EX8-4(TO OTN2001-修武413-TQX-3)-8002-生产楼-L3-子架1-32-TPA1EX8S-5(OTN8002-生产楼035-TQX-2  TO 8021-修武-23-EX8-5),焦作,0.0,20200301,河南,10,12.00%,1200.0,9.79%,978.87,核心链路
	#@!JIZCORELINK(82)$:8021-修武-主L2/L3-子架1-23-TPA1EX8-5(TO OTN2001-修武413-TQX-2)-8002-生产楼-L3-子架1-32-TPA1EX8S-4(OTN8002-生产楼035-TQX-1 TO 8021-修武-23-EX8-4),焦作,0.0,20200301,河南,10,14.00%,1400.0,10.09%,1008.52,核心链路
	#@!JIZCORELINK(83)$:8021-修武-主L2/L3-子架1-21-TPA1EX8-1(PORT-1)-8022-宁城大道-备L2/L3-子架1-21-TPA1EX8-1(PORT-1),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(83)$:8021-修武-主L2/L3-子架1-22-TPA1EX8-1(PORT-1)-8022-宁城大道-备L2/L3-子架1-22-TPA1EX8-1(PORT-1),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(83)$:8022-宁城大道-备L2/L3-子架1-21-TPA1EX8-3(PORT-3)-8021-修武-主L2/L3-子架1-21-TPA1EX8-3(PORT-3),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(83)$:8022-宁城大道-备L2/L3-子架1-21-TPA1EX8-4(PORT-4)-8021-修武-主L2/L3-子架1-21-TPA1EX8-4(PORT-4),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(83)$:8022-宁城大道-备L2/L3-子架1-21-TPA1EX8-5(PORT-5)-8021-修武-主L2/L3-子架1-21-TPA1EX8-5(PORT-5),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(83)$:8022-宁城大道-备L2/L3-子架1-22-TPA1EX8-3(PORT-3)-8021-修武-主L2/L3-子架1-22-TPA1EX8-3(PORT-3),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(83)$:8022-宁城大道-备L2/L3-子架1-22-TPA1EX8-4(PORT-4)-8021-修武-主L2/L3-子架1-22-TPA1EX8-4(PORT-4),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(83)$:8022-宁城大道-备L2/L3-子架1-22-TPA1EX8-5(PORT-5)-8021-修武-主L2/L3-子架1-22-TPA1EX8-5(PORT-5),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(84)$:8000-高新-L3-子架1-32-TPA1EX8S-1(PORT-1)-8022-宁城大道-备L2/L3-子架1-23-TPA1EX8-1(PORT-1),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(84)$:8000-高新-L3-子架1-32-TPA1EX8S-2(PORT-2)-8022-宁城大道-备L2/L3-子架1-23-TPA1EX8-2(PORT-2),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(84)$:8022-宁城大道-备L2/L3-子架1-23-TPA1EX8-3(TO OTN2002-宁城大道020-TQX-4)-8000-高新-L3-子架1-32-TPA1EX8S-3(OTN8009-高新020-TQX-4),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(84)$:8022-宁城大道-备L2/L3-子架1-23-TPA1EX8-4(TO OTN2002-宁城大道021-TQX-2)-8000-高新-L3-子架1-32-TPA1EX8S-4(OTN8009-高新022-TQX-2),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(84)$:8022-宁城大道-备L2/L3-子架1-23-TPA1EX8-5(PORT-5)-8000-高新-L3-子架1-32-TPA1EX8S-5(PORT-5),焦作,0.0,20200301,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(8)$:8015-沁阳-主L2/3-1-子架1-5-TPA1EX8-4(PORT-4)-8016-锦绣江南-备L2/3-2-子架1-5-TPA1EX8-4(PORT-4),焦作,0.0,20200301,河南,10,0.01%,1.0,0.01%,0.6,核心链路
	#@!JIZCORELINK(8)$:8015-沁阳-主L2/3-1-子架1-5-TPA1EX8-5(PORT-5)-8016-锦绣江南-备L2/3-2-子架1-5-TPA1EX8-5(PORT-5),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.48,核心链路
	#@!JIZCORELINK(8)$:8015-沁阳-主L2/3-1-子架1-6-TPA1EX8-4(PORT-4)-8016-锦绣江南-备L2/3-2-子架1-6-TPA1EX8-4(PORT-4),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.12,核心链路
	#@!JIZCORELINK(8)$:8015-沁阳-主L2/3-1-子架1-6-TPA1EX8-5(PORT-5)-8016-锦绣江南-备L2/3-2-子架1-6-TPA1EX8-5(PORT-5),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.12,核心链路
	#@!JIZCORELINK(8)$:8016-锦绣江南-备L2/3-2-子架1-5-TPA1EX8-2(PORT-2)-8015-沁阳-主L2/3-1-子架1-5-TPA1EX8-2(PORT-2),焦作,0.0,20200301,河南,10,0.45%,45.0,0.54%,53.61,核心链路
	#@!JIZCORELINK(8)$:8016-锦绣江南-备L2/3-2-子架1-5-TPA1EX8-3(PORT-3)-8015-沁阳-主L2/3-1-子架1-5-TPA1EX8-3(PORT-3),焦作,0.0,20200301,河南,10,0.94%,94.0,0.26%,26.05,核心链路
	#@!JIZCORELINK(8)$:8016-锦绣江南-备L2/3-2-子架1-6-TPA1EX8-2(PORT-2)-8015-沁阳-主L2/3-1-子架1-6-TPA1EX8-2(PORT-2),焦作,0.0,20200301,河南,10,0.01%,1.0,0.01%,0.72,核心链路
	#@!JIZCORELINK(8)$:8016-锦绣江南-备L2/3-2-子架1-6-TPA1EX8-3(PORT-3)-8015-沁阳-主L2/3-1-子架1-6-TPA1EX8-3(PORT-3),焦作,0.0,20200301,河南,10,0.01%,1.0,0.02%,1.72,核心链路
	#@!JIZCORELINK(8)$:LTE骨干调度环11-焦作市:8015-沁阳-子架1-6-TPA1EX8-1(PORT-1)-8016-锦绣江南-子架1-6-TPA1EX8-1(PORT-1),焦作,0.0,20200301,河南,10,0.69%,69.0,0.19%,19.05,核心链路
	#@!JIZCORELINK(8)$:LTE骨干调度环11-焦作市:8016-锦绣江南L2/3-2-子架1-5-TPA1EX8-1(PORT-1)-8015-沁阳L2/3-1-子架1-5-TPA1EX8-1(PORT-1),焦作,0.0,20200301,河南,10,2.33%,233.0,2.19%,218.94,核心链路
	#@!JIZCORELINK(9)$:8000-高新-L3-子架1-16-TPA1EX8S-1(OTN8001-高新123-TQX-2)-8016-锦绣江南-备L2/3-2-子架1-4-TPA1EX8-1(OTN4000-温县412-TDX-2),焦作,0.0,20200301,河南,10,0.94%,94.0,0.85%,84.96,核心链路
	#@!JIZCORELINK(9)$:8000-高新-L3-子架1-16-TPA1EX8S-2(OTN8010-高新021-TQX-4)-8016-锦绣江南-备L2/3-2-子架1-4-TPA1EX8-2(OTN6002-锦绣江南021-TQX-2),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.47,核心链路
	#@!JIZCORELINK(9)$:8000-高新-L3-子架1-16-TPA1EX8S-3(OTN8010-高新020-TQX-3)-8016-锦绣江南-备L2/3-2-子架1-4-TPA1EX8-3(OTN6002-锦绣江南020-TQX-3),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.47,核心链路
	#@!JIZCORELINK(9)$:8016-锦绣江南-备L2/3-2-子架1-4-TPA1EX8-4(OTN6002-锦绣江南023-TQX-1)-8000-高新-L3-子架1-16-TPA1EX8S-4(OTN8010-高新023-TQX-1),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.48,核心链路
	#@!JIZCORELINK(9)$:8016-锦绣江南-备L2/3-2-子架1-4-TPA1EX8-5(OTN6002-锦绣江南023-TQX-2)-8000-高新-L3-子架1-16-TPA1EX8S-5(OTN8010-高新023-TQX-2),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.48,核心链路
LTE骨干调度环1-焦作市:8000-高新-L3-子架1-1-TPA1EX8S-1(TO-GX-PTN6900-16-2-XGE1/0/0)-8001-高新-L2/L3-子架1-0(GigabitEthernet1/0/0),焦作,0.0,20200301,河南,10,0.02%,2.22,0.02%,2.22,核心链路
LTE骨干调度环1-焦作市:8002-生产楼-L3-子架1-1-TPA1EX8S-1(TO-SCL-PTN6900-16-2-XGE1/0/0)-8003-生产楼-L2/L3-子架1-0(GigabitEthernet1/0/0),焦作,0.0,20200301,河南,10,0.56%,56.0,0.12%,11.82,核心链路
LTE骨干调度环1-焦作市:8002-生产楼-L3-子架1-3-TPA1EX8S-1(TO-GX-PTN6900-16-1-XGE6/0/0)-8000-高新-L3-子架1-3-TPA1EX8S-1(TO-SCL-PTN6900-16-1-XGE6/0/0),焦作,0.0,20200301,河南,10,0.01%,1.0,0.00%,0.0,核心链路
武陟县汇聚环5-武陟机房2:3003-澳通苑1-子架1-4-TPA1EX8S-5(PORT-5)-3011-武陟机房2-11-82EX2-1(PORT-1),焦作,0.0,20200301,河南,10,6.91%,691.0,5.37%,536.82,核心链路
武陟县汇聚环5-武陟机房2:3011-武陟2-8-82EX2-1(Port-1)-3000-武陟-13-82EX2-1(Port-1),焦作,0.0,20200301,河南,10,9.78%,977.73,9.55%,955.2,核心链路
武陟县汇聚环6(LTE叠加)-武陟机房2:3003-澳通苑1-子架1-4-TPA1EX8S-6(PORT-6)-3011-武陟机房2-11-82EX2-2(PORT-2),焦作,0.0,20200301,河南,10,7.39%,739.0,5.95%,594.93,核心链路
武陟县汇聚环6(LTE叠加)-武陟机房2:3011-武陟机房2-8-82EX2-2(PORT-2)-3000-武陟-13-82EX2-2(PORT-2),焦作,0.0,20200301,河南,10,2.33%,233.37,2.05%,205.34,核心链路
1000-高新核心1-子架1-3-TPA1EX8S-2(1009-高新7-EX2-1)-1009-高新落地2-子架1-3-TPA1EX8S-1(1000-高新 6-EX2-1),焦作,0.0,20200302,河南,10,5.33%,533.0,3.79%,378.62,核心链路
1000-高新核心1-子架1-4-TPA1EX8S-1(1008-高新 7-EX2-2)-1008-高新落地1-子架1-3-TPA1EX8S-1(1000-高新6-EX2-2),焦作,0.0,20200302,河南,10,5.53%,553.0,4.35%,435.04,核心链路
1008-高新落地一-子架1-10-TPA1EX8S-1(1013-高新 11-EX2-2)-1013-高新核心3-11-82EX2-2(1008-高新-12-EX2-2),焦作,0.0,20200302,河南,10,6.94%,694.0,5.42%,542.09,核心链路
1008-高新落地一-子架1-4-TPA1EX8S-1(1006-高新6-EX2-2)-1006-高新核心2-6-82EX2-2(1008-高新7-EX2-1),焦作,0.0,20200302,河南,10,13.00%,1300.0,10.67%,1067.05,核心链路
1008-高新落地一-子架1-9-TPA1EX8S-1(1016-高新 11-EX2-2)-1016-高新核心4-11-82EX2-2(1008-高新-12-EX2-1),焦作,0.0,20200302,河南,10,12.00%,1200.0,9.55%,954.77,核心链路
1009-高新落地二-子架1-10-TPA1EX8S-1(1013-高新 12-EX2-2)-1013-高新核心3-12-82EX2-2(1009-高新-12-EX2-1),焦作,0.0,20200302,河南,10,5.96%,596.0,4.53%,452.53,核心链路
1009-高新落地二-子架1-10-TPA1EX8S-2(PORT-2)-1006-高新核心2-11-82EX2-2(PORT-2),焦作,0.0,20200302,河南,10,0.84%,84.49,0.84%,83.75,核心链路
1009-高新落地二-子架1-4-TPA1EX8S-1(1006-高新-6-EX2-1)-1006-高新核心2-6-82EX2-1(1009-高新7-EX2-2),焦作,0.0,20200302,河南,10,1.54%,153.6,1.49%,148.79,核心链路
1009-高新落地二-子架1-9-TPA1EX8S-1(1016-高新-12-EX2-2)-1016-高新核心4-12-82EX2-2(1009-高新-12-EX2-2),焦作,0.0,20200302,河南,10,2.54%,254.0,2.50%,249.94,核心链路
3003-澳通苑1-子架1-10-TPA1EX8S-5(PORT-5)-8012-澳通苑-主L2/L3-1-子架1-7-TPA1EX8-5(PORT-5),焦作,0.0,20200302,河南,10,22.00%,2200.0,19.27%,1926.89,核心链路
8018-铭源新城-备L2/L3-2-子架1-6-TPA1EX8-2(PORT-2)-7001-铭源新城-5-82EX2E-2(PORT-2),焦作,0.0,20200302,河南,10,0.83%,83.26,0.83%,83.28,核心链路
	#@!JIZCORELINK(10)$焦作市核心调度环19-郊县:5003-凤凰路替换-子架1-3-TPA1EX8S-3(PORT-3)-8014-凤凰路-备L2/L3-2-子架1-7-TPA1EX8-1(PORT-1),焦作,0.0,20200302,河南,10,0.51%,51.0,0.40%,39.52,核心链路
	#@!JIZCORELINK(10)$焦作市核心调度环19-郊县:5003-凤凰路替换-子架1-3-TPA1EX8S-4(PORT-4)-8014-凤凰路-备L2/L3-2-子架1-7-TPA1EX8-2(PORT-2),焦作,0.0,20200302,河南,10,0.81%,81.0,0.30%,30.0,核心链路
	#@!JIZCORELINK(10)$焦作市核心调度环19-郊县:5003-凤凰路替换-子架1-4-TPA1EX8S-3(PORT-3)-8014-凤凰路-备L2/L3-2-子架1-7-TPA1EX8-5(PORT-5),焦作,0.0,20200302,河南,10,0.41%,41.0,0.40%,40.4,核心链路
	#@!JIZCORELINK(10)$焦作市核心调度环19-郊县:5003-凤凰路替换-子架1-4-TPA1EX8S-4(PORT-4)-8014-凤凰路-备L2/L3-2-子架1-7-TPA1EX8-6(PORT-6),焦作,0.0,20200302,河南,10,0.47%,47.0,0.45%,45.42,核心链路
	#@!JIZCORELINK(11)$焦作市核心调度环19-郊县:5011-孟州2-12-82EX2-1(PORT-1)-8013-孟州-主L2/L3-1-子架1-7-TPA1EX8-5(PORT-5),焦作,0.0,20200302,河南,10,22.00%,2200.0,17.81%,1781.45,核心链路
	#@!JIZCORELINK(11)$焦作市核心调度环19-郊县:5011-孟州2-12-82EX2-2(PORT-2)-8013-孟州-主L2/L3-1-子架1-7-TPA1EX8-6(PORT-6),焦作,0.0,20200302,河南,10,29.00%,2900.0,25.07%,2506.75,核心链路
	#@!JIZCORELINK(11)$焦作市核心调度环19-郊县:8013-孟州-L2/L3-子架1-7-TPA1EX8-1(PORT-1)-5011-孟州2-13-82EX2-1(PORT-1),焦作,0.0,20200302,河南,10,18.00%,1800.0,15.04%,1504.38,核心链路
	#@!JIZCORELINK(11)$焦作市核心调度环19-郊县:8013-孟州-L2/L3-子架1-7-TPA1EX8-2(PORT-2)-5011-孟州2-13-82EX2-2(PORT-2),焦作,0.0,20200302,河南,10,11.00%,1100.0,8.38%,838.27,核心链路
	#@!JIZCORELINK(12)$焦作市核心调度环20-郊县:6001-锦绣江南-4-82EX2-1(PORT-1)-8016-锦绣江南L2/3-2-子架1-7-TPA1EX8-5(PORT-5),焦作,0.0,20200302,河南,10,0.25%,25.0,0.29%,29.32,核心链路
	#@!JIZCORELINK(12)$焦作市核心调度环20-郊县:6001-锦绣江南-4-82EX2-2(PORT-2)-8016-锦绣江南L2/3-2-子架1-7-TPA1EX8-6(PORT-6),焦作,0.0,20200302,河南,10,1.40%,140.0,1.18%,118.5,核心链路
	#@!JIZCORELINK(12)$焦作市核心调度环20-郊县:8016-锦绣江南L2/3-2-子架1-7-TPA1EX8-1(PORT-1)-6001-锦绣江南-14-82EX2-1(PORT-1),焦作,0.0,20200302,河南,10,31.00%,3100.0,27.03%,2702.81,核心链路
	#@!JIZCORELINK(12)$焦作市核心调度环20-郊县:8016-锦绣江南L2/3-2-子架1-7-TPA1EX8-2(PORT-2)-6001-锦绣江南-14-82EX2-2(PORT-2),焦作,0.0,20200302,河南,10,40.00%,4000.0,35.59%,3558.77,核心链路
	#@!JIZCORELINK(13)$焦作市核心调度环20-郊县:8015-沁阳L2/3-1-子架1-7-TPA1EX8-5(PORT-5)-6013-沁阳2-6-82EX2-1(PORT-1),焦作,0.0,20200302,河南,10,17.00%,1700.0,15.20%,1520.06,核心链路
	#@!JIZCORELINK(13)$焦作市核心调度环20-郊县:8015-沁阳L2/3-1-子架1-7-TPA1EX8-6(PORT-6)-6013-沁阳2-6-82EX2-2(PORT-2),焦作,0.0,20200302,河南,10,16.00%,1600.0,13.08%,1308.32,核心链路
	#@!JIZCORELINK(13)$焦作市核心调度环20-郊县:8015-沁阳-子架1-7-TPA1EX8-1(PORT-1)-6013-沁阳2-14-82EX2-1(PORT-1),焦作,0.0,20200302,河南,10,0.32%,32.0,0.37%,37.19,核心链路
	#@!JIZCORELINK(13)$焦作市核心调度环20-郊县:8015-沁阳-子架1-7-TPA1EX8-2(PORT-2)-6013-沁阳2-14-82EX2-2(PORT-2),焦作,0.0,20200302,河南,10,1.59%,159.0,0.89%,88.95,核心链路
	#@!JIZCORELINK(14)$焦作市核心调度环21-郊县:8011-武陟-L2/L3-子架1-7-TPA1EX8-2(PORT-2)-3011-武陟机房2-7-82EX2-1(PORT-1),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(14)$焦作市核心调度环21-郊县:8011-武陟-L2/L3-子架1-7-TPA1EX8-3(PORT-3)-3011-武陟机房2-7-82EX2-2(PORT-2),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(15)$焦作市核心调度环21-郊县:8011-武陟-L2/L3-子架1-7-TPA1EX8-1(PORT-1)-3000-武陟-6-82EX2-1(PORT-1),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(16)$焦作市核心调度环21-郊县:3003-澳通苑1-子架1-4-TPA1EX8S-3(8012-澳通苑-7-1)-8012-澳通苑-主L2/L3-1-子架1-7-TPA1EX8-1(PORT-1),焦作,0.0,20200302,河南,10,28.00%,2800.0,25.18%,2518.07,核心链路
	#@!JIZCORELINK(16)$焦作市核心调度环21-郊县:3003-澳通苑1-子架1-4-TPA1EX8S-4(8012-澳通苑-7-2)-8012-澳通苑-主L2/L3-1-子架1-7-TPA1EX8-2(PORT-2),焦作,0.0,20200302,河南,10,49.00%,4900.0,44.98%,4498.03,核心链路
	#@!JIZCORELINK(17)$焦作市核心调度环22-市区:1034-高新替换-子架1-3-TPA1EX8S-1(PORT-1)-8001-高新-L2/L3-子架1-2(GigabitEthernet8/2/2),焦作,0.0,20200302,河南,10,1.04%,104.3,0.98%,98.06,核心链路
	#@!JIZCORELINK(17)$焦作市核心调度环22-市区:1036-生产楼-子架1-3-TPA1EX8S-3(PORT-3)-8003-生产楼-L2/L3-子架1-2(GigabitEthernet8/2/2),焦作,0.0,20200302,河南,10,23.00%,2300.0,19.40%,1940.32,核心链路
	#@!JIZCORELINK(1)$:8000-高新-L3-子架1-14-TPA1EX8S-2(PORT-2)-8011-武陟-备L2/L3-2-子架1-4-TPA1EX8-2(PORT-2),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(1)$:8000-高新-L3-子架1-14-TPA1EX8S-3(OTN8001-高新031-TQX-1)-8011-武陟-备L2/L3-2-子架1-4-TPA1EX8-3(OTN3001-武陟413-TQX-3),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(1)$:8011-武陟-备L2/L3-2-子架1-4-TPA1EX8-4(OTN3001-武陟411-TQX-1)-8000-高新-L3-子架1-14-TPA1EX8S-4(OTN8001-高新129-TQX-1),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(1)$:8011-武陟-备L2/L3-2-子架1-4-TPA1EX8-5(OTN3001-武陟411-TQX-2)-8000-高新-L3-子架1-14-TPA1EX8S-5(OTN8001-高新129-TQX-2),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(1)$:8011-武陟-备L2/L3-2-子架1-4-TPA1EX8-6(OTN3001-武陟411-TQX-3)-8000-高新-L3-子架1-14-TPA1EX8S-6(OTN8001-高新129-TQX-3),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(18)$焦作市核心调度环23-市区:1035-高新-子架1-4-TPA1EX8S-1(PORT-1)-8001-高新-L2/L3-子架1-3(GigabitEthernet8/2/3),焦作,0.0,20200302,河南,10,2.07%,207.0,1.11%,110.65,核心链路
	#@!JIZCORELINK(18)$焦作市核心调度环23-市区:1037-生产楼-子架1-3-TPA1EX8S-3(PORT-3)-8003-生产楼-L2/L3-子架1-3(GigabitEthernet8/2/3),焦作,0.0,20200302,河南,10,20.00%,2000.0,15.89%,1588.91,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-1-TPA1EX8S-6(PORT-6)-8004-高新-2-L2/L3-子架1-3(GigabitEthernet1/2/3),焦作,0.0,20200302,河南,10,0.02%,1.66,0.02%,1.55,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-1-TPA1EX8S-7(PORT-7)-8004-高新-2-L2/L3-子架1-4(GigabitEthernet1/2/4),焦作,0.0,20200302,河南,10,0.01%,1.41,0.01%,1.32,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-2-TPA1EX8S-1(PORT-1)-8004-高新-2-L2/L3-子架1-0(GigabitEthernet1/0/0),焦作,0.0,20200302,河南,10,0.83%,83.48,0.83%,83.36,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-2-TPA1EX8S-2(PORT-2)-8004-高新-2-L2/L3-子架1-1(GigabitEthernet1/0/1),焦作,0.0,20200302,河南,10,0.01%,0.92,0.01%,0.92,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-2-TPA1EX8S-3(PORT-3)-8004-高新-2-L2/L3-子架1-2(GigabitEthernet1/0/2),焦作,0.0,20200302,河南,10,0.01%,0.71,0.01%,0.71,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-2-TPA1EX8S-4(TO-8004-1/0/3)-8004-高新-2-L2/L3-子架1-3(GigabitEthernet1/0/3),焦作,0.0,20200302,河南,10,0.00%,0.4,0.00%,0.4,核心链路
